448,455,0.99608,0.33472
49,356,0.99606,0.33374
496,261,0.99625,0.33383
452,449,0.99612,0.33453
199,41,0.99591,0.33382
461,384,0.99618,0.33436
308,137,0.99605,0.33455
101,302,0.99612,0.33468
116,300,0.99602,0.33478
477,85,0.99617,0.33414
341,404,0.99611,0.33431
409,312,0.99608,0.33503
486,96,0.99608,0.33449
114,95,0.99603,0.33452
179,456,0.99595,0.33502
335,102,0.99627,0.33505
397,110,0.996,0.33443
188,30,0.99617,0.33435
112,264,0.99597,0.33454
492,510,0.99606,0.33464
5,39,0.99595,0.3342
139,44,0.99634,0.33459
195,146,0.99624,0.33539
389,408,0.99599,0.33405
155,92,0.99609,0.33451
111,48,0.99608,0.33468
465,343,0.99617,0.33412
179,246,0.99593,0.3342
189,31,0.99624,0.33393
346,430,0.99628,0.33461
252,198,0.99623,0.33415
424,96,0.99593,0.33471
15,310,0.99604,0.33414
198,312,0.99608,0.33461
298,18,0.99595,0.33491
378,284,0.99593,0.33468
467,324,0.996,0.33437
474,459,0.99603,0.33509
338,96,0.99606,0.33401
506,512,0.99615,0.33474
365,294,0.99606,0.31672
309,103,0.99597,0.33445
164,248,0.99615,0.33427
274,149,0.99591,0.33448
54,312,0.99604,0.3351
177,219,0.99619,0.33437
87,365,0.99589,0.33385
203,168,0.99609,0.33413
482,272,0.99612,0.33415
152,343,0.99595,0.33526
503,379,0.99597,0.3346
501,340,0.99597,0.33345
300,128,0.99594,0.33479
215,387,0.99613,0.33486
476,284,0.9963,0.33524
303,216,0.99602,0.3345
423,402,0.99591,0.33402
415,165,0.99601,0.3349
175,210,0.9962,0.33402
287,342,0.99602,0.33472
279,411,0.99629,0.33456
412,406,0.99598,0.33475
507,272,0.99601,0.33383
384,443,0.99626,0.33411
227,364,0.99611,0.33468
94,423,0.99605,0.33396
401,239,0.99618,0.33457
323,287,0.99599,0.33439
314,45,0.9962,0.33494
6,105,0.996,0.33411
421,70,0.99604,0.33504
339,25,0.99608,0.33446
405,502,0.99611,0.3347
114,204,0.9961,0.33399
290,113,0.99603,0.33408
379,51,0.99594,0.33434
259,229,0.9962,0.33503
207,345,0.99614,0.33531
63,107,0.99636,0.33452
174,389,0.99594,0.33367
423,374,0.9959,0.33467
36,512,0.99601,0.33421
46,496,0.9962,0.33416
14,343,0.99612,0.33479
101,367,0.99589,0.33433
102,362,0.99596,0.33426
182,345,0.99619,0.33458
195,36,0.99619,0.33458
187,89,0.99614,0.33531
191,451,0.99599,0.33471
301,183,0.99603,0.33413
62,480,0.99615,0.33362
3,507,0.99589,0.33472
450,20,0.99592,0.33384
485,71,0.99596,0.33415
461,179,0.9961,0.3346
385,19,0.99598,0.33495
3,441,0.9961,0.33495
363,463,0.99613,0.33481
91,9,0.99596,0.33451
