490,468,0.99614,0.33462
306,209,0.99609,0.33505
90,264,0.99611,0.33502
253,218,0.99593,0.3344
456,157,0.99616,0.33502
284,196,0.99618,0.33481
402,20,0.99622,0.33415
184,309,0.99601,0.33509
279,86,0.99601,0.33458
447,60,0.99597,0.3353
433,108,0.99607,0.33461
381,75,0.99587,0.33468
182,131,0.99598,0.33411
151,189,0.99618,0.33498
240,300,0.99614,0.33444
85,188,0.99604,0.33492
476,440,0.99596,0.33474
165,298,0.99624,0.33454
277,443,0.99619,0.33515
480,81,0.99619,0.33452
252,8,0.99597,0.33485
105,395,0.99599,0.33489
89,93,0.99599,0.3351
178,422,0.99616,0.33438
386,324,0.99613,0.33443
72,48,0.99611,0.33512
137,199,0.99616,0.33504
415,328,0.99607,0.33486
15,403,0.99611,0.33423
345,230,0.99591,0.33536
370,360,0.99633,0.33583
429,250,0.99611,0.33477
195,85,0.99593,0.33387
160,89,0.99592,0.33408
300,451,0.99591,0.33478
171,456,0.99617,0.33459
503,334,0.99622,0.3337
323,472,0.99601,0.33406
353,475,0.9962,0.33501
33,447,0.99607,0.33461
261,418,0.99588,0.33435
500,309,0.9961,0.33465
448,143,0.99597,0.33477
283,308,0.9961,0.33501
366,389,0.99587,0.33452
428,101,0.9963,0.33459
323,256,0.99582,0.33428
226,243,0.99612,0.33399
148,142,0.99615,0.33438
362,86,0.99619,0.33456
443,110,0.99602,0.33475
172,133,0.99602,0.33463
299,427,0.99627,0.33517
156,332,0.99627,0.3346
315,216,0.99608,0.33441
319,488,0.99598,0.33474
202,358,0.99608,0.33465
150,87,0.99589,0.33483
192,243,0.99615,0.33535
13,15,0.99596,0.33543
456,467,0.99627,0.33528
104,168,0.99606,0.33473
345,273,0.99614,0.33457
55,334,0.99609,0.33477
402,257,0.99606,0.3338
45,506,0.99596,0.33443
25,510,0.99626,0.33439
359,245,0.99591,0.3344
448,93,0.99619,0.33516
40,347,0.9962,0.33477
266,45,0.99627,0.33438
284,116,0.99598,0.33403
125,14,0.99603,0.33447
154,213,0.99614,0.33488
512,206,0.99605,0.33414
62,251,0.99606,0.33456
172,122,0.9962,0.33451
476,22,0.99626,0.33509
270,9,0.99612,0.33535
151,394,0.99617,0.33401
383,74,0.99609,0.33472
369,269,0.99611,0.3347
394,86,0.99591,0.33446
28,68,0.99599,0.33501
200,383,0.99599,0.33443
103,290,0.99612,0.33426
491,464,0.99602,0.33478
231,117,0.99612,0.33479
243,367,0.99615,0.33548
71,311,0.99632,0.33527
183,250,0.99614,0.33508
225,488,0.99616,0.33454
489,225,0.99621,0.33504
300,382,0.99612,0.3346
344,352,0.99585,0.33505
307,369,0.99631,0.33524
368,201,0.99628,0.33542
420,354,0.99607,0.33421
435,280,0.99638,0.3354
510,454,0.99583,0.33467
