242,282,0.99613,0.33455
203,408,0.99599,0.33429
347,101,0.99617,0.335
228,464,0.99618,0.33523
219,178,0.99608,0.33491
340,84,0.99619,0.33505
79,493,0.99627,0.33494
206,334,0.99613,0.33459
446,284,0.99629,0.33446
207,124,0.99606,0.33464
364,139,0.9962,0.33503
190,311,0.9958,0.33477
322,174,0.99606,0.28176
459,163,0.99612,0.33494
375,38,0.99615,0.33452
441,16,0.99603,0.33415
314,211,0.99604,0.33447
52,424,0.99609,0.33496
189,426,0.99598,0.33449
272,336,0.99592,0.33469
430,189,0.99624,0.33479
317,90,0.99604,0.33399
461,343,0.99583,0.33452
140,58,0.9961,0.33525
48,141,0.99606,0.33514
303,298,0.99074,0.31197
264,461,0.99612,0.33478
50,257,0.99611,0.33539
214,360,0.99629,0.33479
395,333,0.99619,0.33441
95,10,0.9962,0.33462
288,392,0.99611,0.33475
418,253,0.99604,0.33456
439,506,0.99604,0.33502
115,50,0.99606,0.33485
243,226,0.99596,0.33464
113,314,0.99597,0.33395
195,395,0.99594,0.33457
213,155,0.99618,0.33478
509,36,0.99623,0.33498
57,75,0.99599,0.33471
420,418,0.99584,0.33424
364,451,0.99578,0.3345
52,372,0.99604,0.33394
92,454,0.99613,0.33415
493,181,0.99622,0.3349
87,41,0.99624,0.33535
6,60,0.99603,0.33476
455,488,0.99585,0.33543
337,327,0.99608,0.33507
255,53,0.99638,0.33553
508,282,0.99614,0.3347
229,299,0.9962,0.33399
201,77,0.996,0.33438
115,420,0.99605,0.33428
385,241,0.99597,0.33458
289,307,0.99621,0.33432
188,4,0.99617,0.33435
239,110,0.99599,0.33543
324,247,0.99597,0.33469
391,42,0.99604,0.33474
347,389,0.99609,0.33522
75,35,0.9962,0.33445
15,377,0.99624,0.33488
76,128,0.99609,0.33378
320,420,0.99606,0.33487
308,131,0.99614,0.33426
129,12,0.99598,0.33488
505,344,0.9959,0.33403
72,148,0.99585,0.33419
308,100,0.99609,0.33471
312,488,0.99603,0.33516
248,475,0.99596,0.33487
451,203,0.9961,0.33485
254,270,0.99605,0.3349
126,31,0.99603,0.33512
433,199,0.99619,0.33407
305,327,0.9961,0.33532
107,291,0.9963,0.33515
215,351,0.99634,0.33516
134,35,0.99633,0.3354
182,413,0.996,0.33455
371,133,0.99593,0.3343
382,229,0.99607,0.33403
184,49,0.99619,0.33515
416,233,0.99606,0.33477
345,276,0.99594,0.33399
88,369,0.99586,0.3352
363,424,0.99595,0.33405
469,29,0.99619,0.33433
313,392,0.99592,0.33462
277,418,0.99584,0.334
68,469,0.9959,0.33384
316,211,0.9962,0.33428
358,70,0.99607,0.33528
280,253,0.99597,0.33465
419,366,0.996,0.33496
381,485,0.99593,0.33531
7,505,0.99603,0.3344
80,59,0.99581,0.33392
